date,freq,ticker,index_name,close,close_norm_100
,,,,^IBEX,
2005-09-01,M,^IBEX,IBEX 35,10813.900390625,99.80434680331265
2005-10-01,M,^IBEX,IBEX 35,10493.7998046875,96.85005383437183
2005-11-01,M,^IBEX,IBEX 35,10557.7998046875,97.4407267613159
2005-12-01,M,^IBEX,IBEX 35,10733.900390625,99.06600564463258
2006-01-01,M,^IBEX,IBEX 35,11104.2998046875,102.48451980154918
2006-02-01,M,^IBEX,IBEX 35,11740.7001953125,108.35802732403064
2006-03-01,M,^IBEX,IBEX 35,11854.2998046875,109.40646816417492
2006-04-01,M,^IBEX,IBEX 35,11892.5,109.75902787003537
2006-05-01,M,^IBEX,IBEX 35,11340.5,104.66447387514283
2006-06-01,M,^IBEX,IBEX 35,11548.099609375,106.58046557673619
2006-07-01,M,^IBEX,IBEX 35,11818.0,109.07144766601455
2006-08-01,M,^IBEX,IBEX 35,12144.7001953125,112.08665017536504
2006-09-01,M,^IBEX,IBEX 35,12934.7001953125,119.3777691173308
2006-10-01,M,^IBEX,IBEX 35,13753.0,126.93007444158894
2006-11-01,M,^IBEX,IBEX 35,13849.2998046875,127.81885080875936
2006-12-01,M,^IBEX,IBEX 35,14146.5,130.56179001584658
2007-01-01,M,^IBEX,IBEX 35,14553.2001953125,134.31533368387713
2007-02-01,M,^IBEX,IBEX 35,14248.400390625,131.50225567189676
2007-03-01,M,^IBEX,IBEX 35,14641.7001953125,135.13212359066696
2007-04-01,M,^IBEX,IBEX 35,14374.599609375,132.66698163935172
2007-05-01,M,^IBEX,IBEX 35,15329.400390625,141.4790905785613
2007-06-01,M,^IBEX,IBEX 35,14892.0,137.44220668829655
2007-07-01,M,^IBEX,IBEX 35,14802.400390625,136.6152681957563
2007-08-01,M,^IBEX,IBEX 35,14479.7998046875,133.63790206560674
2007-09-01,M,^IBEX,IBEX 35,14576.5,134.530373743752
2007-10-01,M,^IBEX,IBEX 35,15890.5,146.6576272750723
2007-11-01,M,^IBEX,IBEX 35,15759.900390625,145.4522889387085
2007-12-01,M,^IBEX,IBEX 35,15182.2998046875,140.12146036526616
2008-01-01,M,^IBEX,IBEX 35,13229.0,122.09393985223443
2008-02-01,M,^IBEX,IBEX 35,13170.400390625,121.55310855868271
2008-03-01,M,^IBEX,IBEX 35,13269.0,122.46311043157448
2008-04-01,M,^IBEX,IBEX 35,13798.2998046875,127.34815832010082
2008-05-01,M,^IBEX,IBEX 35,13600.900390625,125.52630691882989
2008-06-01,M,^IBEX,IBEX 35,12046.2001953125,111.17756762374017
2008-07-01,M,^IBEX,IBEX 35,11881.2998046875,109.65565830522944
2008-08-01,M,^IBEX,IBEX 35,11707.2998046875,108.04976628510028
2008-09-01,M,^IBEX,IBEX 35,10987.5,101.40654351246698
2008-10-01,M,^IBEX,IBEX 35,9116.0,84.13397503159491
2008-11-01,M,^IBEX,IBEX 35,8910.599609375,82.23828050150237
2008-12-01,M,^IBEX,IBEX 35,9195.7998046875,84.87046853478756
2009-01-01,M,^IBEX,IBEX 35,8450.400390625,77.9909801965581
2009-02-01,M,^IBEX,IBEX 35,7620.89990234375,70.33530080101724
2009-03-01,M,^IBEX,IBEX 35,7815.0,72.12670193856013
2009-04-01,M,^IBEX,IBEX 35,9038.0,83.41409240188183
2009-05-01,M,^IBEX,IBEX 35,9424.2998046875,86.97935546926755
2009-06-01,M,^IBEX,IBEX 35,9787.7998046875,90.33419310902015
2009-07-01,M,^IBEX,IBEX 35,10855.099609375,100.18458528967003
2009-08-01,M,^IBEX,IBEX 35,11365.099609375,104.89151017625551
2009-09-01,M,^IBEX,IBEX 35,11756.099609375,108.5001525893044
2009-10-01,M,^IBEX,IBEX 35,11414.7998046875,105.35020642367623
2009-11-01,M,^IBEX,IBEX 35,11644.7001953125,107.47201793361454
2009-12-01,M,^IBEX,IBEX 35,11940.0,110.19741793300166
2010-01-01,M,^IBEX,IBEX 35,10947.7001953125,101.03922058861437
2010-02-01,M,^IBEX,IBEX 35,10333.599609375,95.37152386152425
2010-03-01,M,^IBEX,IBEX 35,10871.2998046875,100.33410117689345
2010-04-01,M,^IBEX,IBEX 35,10492.2001953125,96.83529061637968
2010-05-01,M,^IBEX,IBEX 35,9359.400390625,86.38038161206049
2010-06-01,M,^IBEX,IBEX 35,9263.400390625,85.49437222164438
2010-07-01,M,^IBEX,IBEX 35,10499.7998046875,96.90542942127284
2010-08-01,M,^IBEX,IBEX 35,10187.0,94.01851729342445
2010-09-01,M,^IBEX,IBEX 35,10514.5,97.04110141177102
2010-10-01,M,^IBEX,IBEX 35,10812.900390625,99.79511753882916
2010-11-01,M,^IBEX,IBEX 35,9267.2001953125,85.52944162409098
2010-12-01,M,^IBEX,IBEX 35,9859.099609375,90.99223786410305
2011-01-01,M,^IBEX,IBEX 35,10806.0,99.73143200871156
2011-02-01,M,^IBEX,IBEX 35,10850.7998046875,100.14490125498168
2011-03-01,M,^IBEX,IBEX 35,10576.5,97.61331580974809
2011-04-01,M,^IBEX,IBEX 35,10878.900390625,100.40424899474023
2011-05-01,M,^IBEX,IBEX 35,10476.0,96.68577472915624
2011-06-01,M,^IBEX,IBEX 35,10359.900390625,95.61426072780321
2011-07-01,M,^IBEX,IBEX 35,9630.7001953125,88.88427926384358
2011-08-01,M,^IBEX,IBEX 35,8718.599609375,80.46626172067019
2011-09-01,M,^IBEX,IBEX 35,8546.599609375,78.87882822950802
2011-10-01,M,^IBEX,IBEX 35,8954.900390625,82.64714412848434
2011-11-01,M,^IBEX,IBEX 35,8449.5,77.98267025334151
2011-12-01,M,^IBEX,IBEX 35,8566.2998046875,79.06064654242371
2012-01-01,M,^IBEX,IBEX 35,8509.2001953125,78.53365914559724
2012-02-01,M,^IBEX,IBEX 35,8465.900390625,78.13403379605236
2012-03-01,M,^IBEX,IBEX 35,8008.0,73.90794998387584
2012-04-01,M,^IBEX,IBEX 35,7011.0,64.70637329382535
2012-05-01,M,^IBEX,IBEX 35,6089.7998046875,56.20437304903353
2012-06-01,M,^IBEX,IBEX 35,7102.2001953125,65.54808401731135
2012-07-01,M,^IBEX,IBEX 35,6738.10009765625,62.1877079175733
2012-08-01,M,^IBEX,IBEX 35,7420.5,68.485757099819
2012-09-01,M,^IBEX,IBEX 35,7708.5,71.14378527106729
2012-10-01,M,^IBEX,IBEX 35,7842.89990234375,72.38419751635445
2012-11-01,M,^IBEX,IBEX 35,7934.60009765625,73.23052287208222
2012-12-01,M,^IBEX,IBEX 35,8167.5,75.38001766899424
2013-01-01,M,^IBEX,IBEX 35,8362.2998046875,77.17787658778951
2013-02-01,M,^IBEX,IBEX 35,8230.2998046875,75.95961367596738
2013-03-01,M,^IBEX,IBEX 35,7920.0,73.09577470932774
2013-04-01,M,^IBEX,IBEX 35,8419.0,77.70117768659472
2013-05-01,M,^IBEX,IBEX 35,8320.599609375,76.79301445623679
2013-06-01,M,^IBEX,IBEX 35,7762.7001953125,71.64401320866376
2013-07-01,M,^IBEX,IBEX 35,8433.400390625,77.83408270033858
2013-08-01,M,^IBEX,IBEX 35,8290.5,76.51521720046485
2013-09-01,M,^IBEX,IBEX 35,9186.099609375,84.7809428667069
2013-10-01,M,^IBEX,IBEX 35,9907.900390625,91.44263318126077
2013-11-01,M,^IBEX,IBEX 35,9837.599609375,90.79380867770777
2013-12-01,M,^IBEX,IBEX 35,9916.7001953125,91.52384890612485
2014-01-01,M,^IBEX,IBEX 35,9920.2001953125,91.55615133181712
2014-02-01,M,^IBEX,IBEX 35,10114.2001953125,93.3466286416163
2014-03-01,M,^IBEX,IBEX 35,10340.5,95.43520939164185
2014-04-01,M,^IBEX,IBEX 35,10459.0,96.52887723293672
2014-05-01,M,^IBEX,IBEX 35,10798.7001953125,99.66406018057272
2014-06-01,M,^IBEX,IBEX 35,10923.5,100.81587058552293
2014-07-01,M,^IBEX,IBEX 35,10707.2001953125,98.81958248033239
2014-08-01,M,^IBEX,IBEX 35,10728.7998046875,99.01893098799457
2014-09-01,M,^IBEX,IBEX 35,10825.5,99.91140266613982
2014-10-01,M,^IBEX,IBEX 35,10477.7998046875,96.70238560263581
2014-11-01,M,^IBEX,IBEX 35,10770.7001953125,99.4056407750347
2014-12-01,M,^IBEX,IBEX 35,10279.5,94.8722242581483
2015-01-01,M,^IBEX,IBEX 35,10403.2998046875,96.014805398615
2015-02-01,M,^IBEX,IBEX 35,11178.2998046875,103.16748537332825
2015-03-01,M,^IBEX,IBEX 35,11521.099609375,106.33127543568166
2015-04-01,M,^IBEX,IBEX 35,11385.0,105.07517614465863
2015-05-01,M,^IBEX,IBEX 35,11217.599609375,103.53019366493912
2015-06-01,M,^IBEX,IBEX 35,10769.5,99.39456385506378
2015-07-01,M,^IBEX,IBEX 35,11180.7001953125,103.18963921327008
2015-08-01,M,^IBEX,IBEX 35,10259.0,94.68302433623651
2015-09-01,M,^IBEX,IBEX 35,9559.900390625,88.23084914100244
2015-10-01,M,^IBEX,IBEX 35,10360.7001953125,95.6216423367993
2015-11-01,M,^IBEX,IBEX 35,10386.900390625,95.86345086885774
2015-12-01,M,^IBEX,IBEX 35,9544.2001953125,88.08594788602075
2016-01-01,M,^IBEX,IBEX 35,8815.7998046875,81.36334803105719
2016-02-01,M,^IBEX,IBEX 35,8461.400390625,78.0925021058766
2016-03-01,M,^IBEX,IBEX 35,8723.099609375,80.50779341084593
2016-04-01,M,^IBEX,IBEX 35,9025.7001953125,83.30057425132549
2016-05-01,M,^IBEX,IBEX 35,9034.0,83.37717534394783
2016-06-01,M,^IBEX,IBEX 35,8163.2998046875,75.34125295557281
2016-07-01,M,^IBEX,IBEX 35,8587.2001953125,79.25354177531031
2016-08-01,M,^IBEX,IBEX 35,8716.7998046875,80.4496508471906
2016-09-01,M,^IBEX,IBEX 35,8779.400390625,81.02740821162992
2016-10-01,M,^IBEX,IBEX 35,9143.2998046875,84.38593214940376
2016-11-01,M,^IBEX,IBEX 35,8688.2001953125,80.18569748814392
2016-12-01,M,^IBEX,IBEX 35,9352.099609375,86.31300077096805
2017-01-01,M,^IBEX,IBEX 35,9315.2001953125,85.97244631929902
2017-02-01,M,^IBEX,IBEX 35,9555.5,88.19023677209358
2017-03-01,M,^IBEX,IBEX 35,10462.900390625,96.5648749696038
2017-04-01,M,^IBEX,IBEX 35,10715.7998046875,98.89895054970906
2017-05-01,M,^IBEX,IBEX 35,10880.0,100.41439758049063
2017-06-01,M,^IBEX,IBEX 35,10444.5,96.39505289792596
2017-07-01,M,^IBEX,IBEX 35,10502.2001953125,96.92758326121468
2017-08-01,M,^IBEX,IBEX 35,10299.5,95.0568095478183
2017-09-01,M,^IBEX,IBEX 35,10381.5,95.81360923546539
2017-10-01,M,^IBEX,IBEX 35,10523.5,97.12416479212254
2017-11-01,M,^IBEX,IBEX 35,10211.0,94.24001964102848
2017-12-01,M,^IBEX,IBEX 35,10043.900390625,92.6978131510169
2018-01-01,M,^IBEX,IBEX 35,10451.5,96.45965774931047
2018-02-01,M,^IBEX,IBEX 35,9840.2998046875,90.81872949440395
2018-03-01,M,^IBEX,IBEX 35,9600.400390625,88.60463435258423
2018-04-01,M,^IBEX,IBEX 35,9980.599609375,92.11359349884842
2018-05-01,M,^IBEX,IBEX 35,9465.5,87.3596029685785
2018-06-01,M,^IBEX,IBEX 35,9622.7001953125,88.81044514797557
2018-07-01,M,^IBEX,IBEX 35,9870.7001953125,91.09930273988381
2018-08-01,M,^IBEX,IBEX 35,9399.099609375,86.7467762016926
2018-09-01,M,^IBEX,IBEX 35,9389.2001953125,86.65541189107809
2018-10-01,M,^IBEX,IBEX 35,8893.5,82.08046368401594
2018-11-01,M,^IBEX,IBEX 35,9077.2001953125,83.7758813722258
2018-12-01,M,^IBEX,IBEX 35,8539.900390625,78.81699936783143
2019-01-01,M,^IBEX,IBEX 35,9056.7001953125,83.58668145031402
2019-02-01,M,^IBEX,IBEX 35,9277.7001953125,85.62634890116773
2019-03-01,M,^IBEX,IBEX 35,9240.2998046875,85.28117080430336
2019-04-01,M,^IBEX,IBEX 35,9570.599609375,88.329595060613
2019-05-01,M,^IBEX,IBEX 35,9004.2001953125,83.10214506493023
2019-06-01,M,^IBEX,IBEX 35,9198.7998046875,84.89815632823807
2019-07-01,M,^IBEX,IBEX 35,8971.0,82.79573168148727
2019-08-01,M,^IBEX,IBEX 35,8812.900390625,81.3365885718272
2019-09-01,M,^IBEX,IBEX 35,9244.599609375,85.32085483899169
2019-10-01,M,^IBEX,IBEX 35,9257.5,85.4399159560103
2019-11-01,M,^IBEX,IBEX 35,9352.0,86.31208144970114
2019-12-01,M,^IBEX,IBEX 35,9549.2001953125,88.13209420843825
2020-01-01,M,^IBEX,IBEX 35,9367.900390625,86.45883036017025
2020-02-01,M,^IBEX,IBEX 35,8723.2001953125,80.50872174506645
2020-03-01,M,^IBEX,IBEX 35,6785.39990234375,62.62425032505217
2020-04-01,M,^IBEX,IBEX 35,6922.2998046875,63.8877357315481
2020-05-01,M,^IBEX,IBEX 35,7096.5,65.49547540716468
2020-06-01,M,^IBEX,IBEX 35,7231.39990234375,66.7405022846936
2020-07-01,M,^IBEX,IBEX 35,6877.39990234375,63.47334265753426
2020-08-01,M,^IBEX,IBEX 35,6969.5,64.32335881776005
2020-09-01,M,^IBEX,IBEX 35,6716.60009765625,61.98927873117802
2020-10-01,M,^IBEX,IBEX 35,6452.2001953125,59.54906210303572
2020-11-01,M,^IBEX,IBEX 35,8076.89990234375,74.54384540549368
2020-12-01,M,^IBEX,IBEX 35,8073.7001953125,74.51431446303256
2021-01-01,M,^IBEX,IBEX 35,7757.5,71.59601923075883
2021-02-01,M,^IBEX,IBEX 35,8225.0,75.91070037679553
2021-03-01,M,^IBEX,IBEX 35,8580.0,79.18708926843838
2021-04-01,M,^IBEX,IBEX 35,8815.0,81.35596642206112
2021-05-01,M,^IBEX,IBEX 35,9148.900390625,84.43762143828353
2021-06-01,M,^IBEX,IBEX 35,8821.2001953125,81.41318966444953
2021-07-01,M,^IBEX,IBEX 35,8675.7001953125,80.07033168210015
2021-08-01,M,^IBEX,IBEX 35,8846.599609375,81.64760757455831
2021-09-01,M,^IBEX,IBEX 35,8796.2998046875,81.18337737362893
2021-10-01,M,^IBEX,IBEX 35,9057.7001953125,83.59591071479751
2021-11-01,M,^IBEX,IBEX 35,8305.099609375,76.64996085674252
2021-12-01,M,^IBEX,IBEX 35,8713.7998046875,80.4219630537401
2022-01-01,M,^IBEX,IBEX 35,8612.7998046875,79.4898073409065
2022-02-01,M,^IBEX,IBEX 35,8479.2001953125,78.2567812110922
2022-03-01,M,^IBEX,IBEX 35,8445.099609375,77.94205788443267
2022-04-01,M,^IBEX,IBEX 35,8584.2001953125,79.2258539818598
2022-05-01,M,^IBEX,IBEX 35,8851.5,81.6928345757089
2022-06-01,M,^IBEX,IBEX 35,8098.7001953125,74.74504607512009
2022-07-01,M,^IBEX,IBEX 35,8156.2001953125,75.27572878292139
2022-08-01,M,^IBEX,IBEX 35,7886.10009765625,72.78290354463242
2022-09-01,M,^IBEX,IBEX 35,7366.7998046875,67.99014379446427
2022-10-01,M,^IBEX,IBEX 35,7956.5,73.43264286297553
2022-11-01,M,^IBEX,IBEX 35,8363.2001953125,77.1861865310061
2022-12-01,M,^IBEX,IBEX 35,8229.099609375,75.94853675599646
2023-01-01,M,^IBEX,IBEX 35,9034.0,83.37717534394783
2023-02-01,M,^IBEX,IBEX 35,9394.599609375,86.70524451151684
2023-03-01,M,^IBEX,IBEX 35,9232.5,85.20918434392277
2023-04-01,M,^IBEX,IBEX 35,9241.0,85.28763309203254
2023-05-01,M,^IBEX,IBEX 35,9050.2001953125,83.52669123117127
2023-06-01,M,^IBEX,IBEX 35,9593.0,88.53633419022488
2023-07-01,M,^IBEX,IBEX 35,9641.5,88.98395351767468
2023-08-01,M,^IBEX,IBEX 35,9505.900390625,87.73246885889337
2023-09-01,M,^IBEX,IBEX 35,9428.0,87.0135055504472
2023-10-01,M,^IBEX,IBEX 35,9017.2998046875,83.22304482448264
2023-11-01,M,^IBEX,IBEX 35,10058.2001953125,92.82978983054025
2023-12-01,M,^IBEX,IBEX 35,10102.099609375,93.23494913359379
2024-01-01,M,^IBEX,IBEX 35,10077.7001953125,93.00976048796852
2024-02-01,M,^IBEX,IBEX 35,10001.2998046875,92.3046410762476
2024-03-01,M,^IBEX,IBEX 35,11074.599609375,102.21040884379849
2024-04-01,M,^IBEX,IBEX 35,10854.400390625,100.17813201489444
2024-05-01,M,^IBEX,IBEX 35,11322.0,104.49373248219807
2024-06-01,M,^IBEX,IBEX 35,10943.7001953125,101.00230353068036
2024-07-01,M,^IBEX,IBEX 35,11065.0,102.12181150993831
2024-08-01,M,^IBEX,IBEX 35,11401.900390625,105.23115431961124
2024-09-01,M,^IBEX,IBEX 35,11877.2998046875,109.61874124729545
2024-10-01,M,^IBEX,IBEX 35,11672.599609375,107.72950900493208
2024-11-01,M,^IBEX,IBEX 35,11641.2998046875,107.4406348291892
2024-12-01,M,^IBEX,IBEX 35,11595.0,107.01332168619385
2025-01-01,M,^IBEX,IBEX 35,12368.900390625,114.15585307515667
2025-02-01,M,^IBEX,IBEX 35,13347.2998046875,123.18576003804186
2025-03-01,M,^IBEX,IBEX 35,13135.400390625,121.23008430176017
2025-04-01,M,^IBEX,IBEX 35,13287.7998046875,122.63661880127357
2025-05-01,M,^IBEX,IBEX 35,14152.2001953125,130.61439862599323
2025-06-01,M,^IBEX,IBEX 35,13991.900390625,129.13494933187877
2025-07-01,M,^IBEX,IBEX 35,14397.0,132.87372076896358
2025-08-01,M,^IBEX,IBEX 35,15265.5,140.88933697288417
